,date,precip_in,mean_temp_c,month,year,p,eto_zone_8,ETo,wy,annual_precip,mean_annual_precip,precip_percent,precip_percent_lag1,soil_water,water_into_soil,excess_water,runoff,water_cap_percent,deep_fault_flow,pond_et,pond_area,pond_volume,pond_elev,direct_rainfall,gw_storage,gw_in_seep,gw_seep_percent,gw_in,gw_out_et,gw_out_bottom,not_root_water,ins,outs,calib_wse_ft
0,1975-10-01,2.52,14.83333333,10,1975,0.25,3.41,3.7793564469292225,1976,11.43,23.113095238095237,0.4945248519186196,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
1,1975-11-01,0.63,10.88888889,11,1975,0.225382292,1.8,2.4883891143913255,1976,11.43,23.113095238095237,0.4945248519186196,1.0,0.0,0.0,0.0,0.0,1.0,0,6.822333488622884,32.9,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
2,1975-12-01,0.38,9.722222222000001,12,1975,0.215382292,0.93,2.1182784239412724,1976,11.43,23.113095238095237,0.4945248519186196,1.0,0.0,0.0,0.0,0.0,1.0,0,5.8076133456389885,32.9,0.0,0.0,2.082555539291487,0,0,0,0.0,0.6811423221545442,0.0,0.0,2.082555539291487,7.503475810777428,
3,1976-01-01,0.24,9.555555556,1,1976,0.225382292,1.24,2.1778051278181767,1976,11.43,23.113095238095237,0.4945248519186196,1.0,0.0,0.0,0.0,0.0,1.0,0,5.970815725434834,32.9,0.0,0.0,1.3152982353419918,0,0,0,0.2080334469571405,0.5798325817729497,0.0,0.0,1.5233316822991323,6.387445927411938,
4,1976-02-01,1.19,9.333333332999999,2,1976,0.245382292,1.68,2.314702014572209,1976,11.43,23.113095238095237,0.4945248519186196,1.0,0.0,0.0,0.0,0.0,1.0,0,6.4024845284750205,33.19209723671474,0.08613418313387111,0.0007335440399666981,6.5216870835707095,0,0,0,0.13138954544661505,0.5961267204486199,0.0,0.0,6.653076629017325,6.566942445883454,
5,1976-03-01,2.21,9.555555556,3,1976,0.27,3.41,2.6089333784524107,1976,11.43,23.113095238095237,0.4945248519186196,1.0,0.0,0.0,0.0,0.0,1.0,0,11.510776292607744,52.944746175630456,5.910832493255817,0.05033838818591275,12.219236360091065,0,0,0,0.6514731628394663,0.6392245683323088,0.0043021160012551235,0.0,12.87070952293053,7.046011212808584,
6,1976-04-01,1.34,9.722222222000001,4,1976,0.294617708,4.8,2.89755637927481,1976,11.43,23.113095238095237,0.4945248519186196,1.0,0.0,0.0,0.0,0.0,1.0,0,12.852492486644014,53.22757857030146,5.994234642323647,0.05104866542014431,11.81802125489929,0,0,0,1.2206204402301761,1.1492368273734075,0.29522642608048283,0.0,13.038641695129465,12.955239546061634,
7,1976-05-01,0.0,16.27777778,5,1976,0.314617708,6.2,5.225892525920862,1976,11.43,23.113095238095237,0.4945248519186196,1.0,0.0,0.0,0.0,0.0,1.0,0,14.327655341899698,32.9,0.0,0.0,0.0,0,0,0,1.1805417197689139,1.283193879693155,0.2993920860657423,0.0,1.1805417197689139,14.43507845240291,
8,1976-06-01,0.17,17.94444444,6,1976,0.329235416,6.9,6.035818075723015,1976,11.43,23.113095238095237,0.4945248519186196,1.0,0.0,0.0,0.0,0.0,1.0,0,16.548201224273935,32.9,0.0,0.0,0.9316695833672443,0,0,0,0.0,1.430474257361677,0.0,0.0,0.9316695833672443,15.758129599261375,
9,1976-07-01,0.0,20.72222222,7,1976,0.324617708,7.44,6.883107309693871,1976,11.43,23.113095238095237,0.4945248519186196,1.0,0.0,0.0,0.0,0.0,1.0,0,18.871185874077362,32.9,0.0,0.0,0.0,0,0,0,0.09306759469135233,1.6521737361827284,0.0,0.0,0.09306759469135233,18.200374960456664,
